station,province,rows,status,lat,lon,n_neighbors,neighbor_spread_km,rail_dist_km
Ulaan,SASKATCHEWAN,1,interpolated,51.298542,-105.047323,2147,152.0,
Holmesma,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Pleasant Valley,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Nainao Siding,ALBERTA,1,interpolated,52.583889,-112.300833,1500,125.9,
Burke,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Craburne,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Dorenlee,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Ferintosh,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Fabyon,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Greenshields,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Ghost Pine,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Kathryn,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Kinsella,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Kingman,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
"Mirror,",MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Poë,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Shonts,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Stoney Plains,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Twining,MANITOBA,1,interpolated,49.998889,-99.971944,208,55.4,
Thoseland,MANITOBA,1,interpolated,49.424444,-98.014444,318,80.8,
razon,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Passador,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Paneras,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Transcona,BRITISH COLUMBIA,1,too_few_neighbors,,,0,,
Moosejaw,BRITISH COLUMBIA,1,too_few_neighbors,,,0,,
St. Boniface,BRITISH COLUMBIA,1,too_few_neighbors,,,0,,
Titian,BRITISH COLUMBIA,1,too_few_neighbors,,,0,,
Fort McNichol,ONTARIO,1,interpolated,48.354336,-89.262676,322,8.8,
Veillette,ALBERTA,1,interpolated,52.583889,-112.300833,1500,125.9,
Mile 31,ALBERTA,1,interpolated,52.834167,-112.951111,509,113.4,
Moosejaw,ONTARIO,1,too_few_neighbors,,,0,,
Stations. 5,ONTARIO,1,too_few_neighbors,,,0,,
Bellot,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Torrence,MANITOBA,1,interpolated,50.145,-99.683889,2225,108.6,
Bellot,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Gulilce,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Ketchum,SASKATCHEWAN,1,interpolated,51.581741,-106.213034,5221,172.2,
Leahurst,SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Mile 102.2,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Tisdale Sub Div,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mott Siding,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mileage Ten,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Martin's Spur,MANITOBA,1,interpolated,50.236667,-99.730833,3772,114.8,
Mile 102-2 (Tisdale Subdivision),SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mileage Ten..... (Via Ohaton),ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Mileage 4.4..... (Alliance Subdivision),ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Chrysler Siding.(A),SASKATCHEWAN,1,interpolated,50.466303,-105.717983,26694,182.1,
Hudson Bay Junc- tion,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Mile 102-2..... (Tisdale sub- division),SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Elowick,SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Cynget,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Njer,ALBERTA,1,interpolated,50.88,-112.866667,14055,155.7,
Mileage 10-3..... (Alliance Subdivision),ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Mileage 4-4..... (Alliance Subdivision),ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
Hathaway,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
St. Boniface.....*Soubry Grain & Feed Co. Ltd,MANITOBA,1,interpolated,49.658611,-99.862778,7382,92.7,
Hope Farm..... (Martin's Spur),MANITOBA,1,interpolated,50.236667,-99.730833,3772,114.8,
Mile 102-2..... (Tisdale Subdivision),SASKATCHEWAN,1,interpolated,51.616727,-105.809146,17381,184.7,
Taylor Spur,ALBERTA,1,interpolated,52.834167,-112.572222,6568,125.6,
