station,province,lat,lon,elevator_rows,n_owners,n_years,first_year,last_year,top_owner,top_rail,max_capacity_bushels,coord_source
Borrodaile,ALBERTA,53.34556,-110.7,3,3,1,1928,1928,Brooks Elevator Co Ltd,Canadian National Rys,40000,agent_high
Calthorpe,ALBERTA,51.65861,-110.1475,3,2,3,1928,1930,Alberta Pool Elevators Ltd,Canadian National Rys,40000,cgn_direct
Eckville..... (also C.P.R.),ALBERTA,52.36,-114.36694,3,3,2,1928,1930,Home Grain Co Ltd,Canadian National Rys,32000,cgn_direct
Lafine,ALBERTA,51.38111,-110.68917,3,3,1,1928,1928,Pioneer Grain Co Ltd,Canadian National Rys,52000,agent_high
St. Boniface..... (also C.N.R.),MANITOBA,49.875,-97.07972,3,2,2,1929,1930,Soubry Grain & Feed Co Ltd,Canadian Pacific,25000,cgn_direct
Bridgford,SASKATCHEWAN,50.93858,-106.42008,3,3,1,1929,1929,Western Grain Co Ltd,Canadian Pacific,35000,agent_high
Gronlid (Edenbridge),SASKATCHEWAN,53.10013,-104.46404,3,3,1,1929,1929,Searle Grain Co Ltd,Canadian Pacific,30000,cgn_direct
Lenvale,SASKATCHEWAN,53.01668,-104.56715,3,1,2,1929,1941,Saskatchewan Pool Elevators Ltd,Canadian Pacific,35000,cgn_direct
Biggar..... (also C.P.R.),SASKATCHEWAN,52.06346,-107.97907,3,3,2,1929,1930,"Saskatchewan Pool Elevators Ltd ""b",Canadian National Rys,30000,cgn_direct
Meunster,SASKATCHEWAN,52.19118,-104.9938,3,3,1,1929,1929,Saskatchewan Pool Elevators Ltd,Canadian National Rys,47000,agent_high
Paradise Hill..... (formerly Diggess),SASKATCHEWAN,53.53918,-109.45766,3,3,1,1929,1929,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Lènore,MANITOBA,49.95833,-100.75167,3,2,1,1913,1913,Grain Growers Grain Co,Canadian Pacific,35000,cgn_direct
Bangough,SASKATCHEWAN,49.39636,-105.1283,3,3,1,1913,1913,Garner Bros Grain Co,Canadian Northern Ry Co,30000,agent_high
Wisetown,SASKATCHEWAN,51.31286,-107.6491,3,3,1,1913,1913,Canadian Elevator Co,Canadian Northern Ry Co,30000,agent_high
Purvis,MANITOBA,49.12528,-98.7325,3,2,1,1914,1914,Canadian Elevator Co,Canadian Pacific,35000,agent_medium
Kronan,SASKATCHEWAN,50.30588,-104.29117,3,3,1,1914,1914,Lake Of The Woods Milling Co E,Canadian Pacific,35000,agent_medium
Springaside,SASKATCHEWAN,51.34477,-102.74231,3,3,1,1914,1914,Canadian Elevator Co,Canadian Pacific,50000,agent_high
Ledue,ALBERTA,53.26667,-113.54583,3,3,1,1914,1914,Alberta Grain Co Ltd,Canadian Pacific,60000,agent_medium
Baldon,SASKATCHEWAN,50.26669,-105.46724,3,3,2,1914,1939,Catarauqui Farms Ltd,Canadian Northern Ry Co,30000,agent_high
Bryd Siding,MANITOBA,50.45611,-100.67028,3,1,3,1915,1918,A S Arnold,Canadian Pacific,25000,agent_high
Hordean,MANITOBA,49.1925,-97.65556,3,1,3,1915,1918,J Schwartz & Co,Canadian Pacific,25000,agent_high
East End,SASKATCHEWAN,49.5163,-108.81981,3,3,1,1915,1915,State Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Fusileer,SASKATCHEWAN,51.84725,-109.7675,3,2,2,1915,1916,Home Grain Co Ltd,Canadian Pacific,30000,agent_high
Vancoy,SASKATCHEWAN,52.00401,-106.97363,3,3,1,1915,1915,Reliance Grain Co Ltd,Canadian Northern Ry Co,30000,agent_high
Falliston,MANITOBA,49.03694,-98.86556,3,2,3,1916,1919,United Grain Growers Ltd,,30000,agent_high
Ipswich Siding,MANITOBA,50.41833,-100.48083,3,1,3,1916,1918,A S Arnold,Canadian Pacific,25000,agent_high
Etizikom,ALBERTA,49.47694,-111.10722,3,3,1,1916,1916,Alberta Farmers Co-operative Elevator Co Ltd,Canadian Pacific,35000,agent_high
Methven Jct,MANITOBA,49.61917,-99.73444,3,1,3,1916,1919,Canadian Elevator Co Ltd,Canadian Northern Ry Co,32000,agent_high
Bradwarden,MANITOBA,49.99556,-100.46361,3,3,1,1917,1917,Northern Elevator Co Ltd,Canadian Pacific,34000,agent_high
Gri-wold,MANITOBA,49.775,-100.47083,3,3,1,1917,1917,Ogilvie Flour Mills Co Ltd,Canadian Pacific,45000,agent_high
Mentieth,MANITOBA,49.55889,-100.44278,3,2,3,1917,1919,Geo Mcculloch & Sons Ltd,Canadian Pacific,20000,agent_high
McCrcary,MANITOBA,50.77306,-99.49222,3,3,1,1917,1917,Union Grain Co Ltd,Canadian Northern Ry Co,30000,agent_high
Dyssart,SASKATCHEWAN,50.94281,-104.03689,3,3,1,1917,1917,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,agent_high
Moosejaw,SASKATCHEWAN,50.39342,-105.55195,3,3,1,1917,1917,Robin Hood Mills Ltd,Canadian Pacific,250000,cgn_direct
McFaggart,SASKATCHEWAN,49.7309,-104.01183,3,3,1,1917,1917,Lake Of The Woods Milling Co Ltd,Canadian Pacific,30000,agent_high
Phappen,SASKATCHEWAN,52.44377,-108.8854,3,3,1,1917,1917,North Star Grain Co Ltd,Canadian Pacific,30000,agent_high
Stenon,SASKATCHEWAN,51.90122,-102.38438,3,3,1,1917,1917,Saskatchewan Elevator Co Ltd,Canadian Northern Ry Co,30000,agent_medium
St. Bireux,SASKATCHEWAN,52.63842,-104.88508,3,3,1,1917,1917,Geo John Gagen,Canadian Northern Ry Co,30000,agent_high
Wroton,MANITOBA,51.22382,-101.88498,3,3,1,1917,1917,Saskatchewan Co-operative Elevator Co Ltd,Canadian Northern Ry Co,55000,agent_high
Cadosan,ALBERTA,52.31917,-110.44861,3,3,1,1917,1917,National Elevator Co Ltd,Canadian Pacific,30000,agent_high
Namaku,ALBERTA,50.95861,-113.2925,3,3,1,1917,1917,National Elevator Co Ltd,Canadian Pacific,35000,agent_medium
Holden,MANITOBA,49.71139,-97.13194,3,3,1,1917,1917,Security Elevator Co Ltd,Grand Trunk Pacific Ry Co,35000,agent_medium
St. John's,MANITOBA,49.925,-97.13333,3,3,1,1918,1918,Northern Elevator Co Ltd,Canadian Northern Ry Co,30000,cgn_direct
alia,MANITOBA,49.38901,-101.87429,3,3,1,1918,1918,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,33000,agent_high
Stranraër,SASKATCHEWAN,51.70684,-108.48476,3,3,1,1918,1918,Saskatchewan Elevator Co Ltd,Canadian Pacific,30000,agent_high
Vicroy,SASKATCHEWAN,49.46019,-105.36884,3,3,1,1918,1918,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,agent_high
Windt orst,SASKATCHEWAN,50.10861,-102.83529,3,3,1,1918,1918,Interior Elevator Co Ltd,Canadian Pacific,40000,agent_high
Naisherry,SASKATCHEWAN,52.86705,-104.47359,3,3,1,1918,1918,Canada West Grain Co Ltd,Canadian Northern Ry Co,55000,agent_high
Preceville,SASKATCHEWAN,51.95802,-102.66732,3,3,1,1918,1918,Saskatchewan Co-operative Elevator Co Ltd,Canadian Northern Ry Co,30000,agent_high
Stencen,SASKATCHEWAN,51.90122,-102.38438,3,3,1,1918,1918,Saskatchewan Elevator Co Ltd,Canadian Northern Ry Co,,agent_high
Wasca,SASKATCHEWAN,53.09857,-109.46995,3,3,1,1918,1918,Saskatchewan Co-operative Elevator Co Ltd,Canadian Northern Ry Co,35000,agent_high
Cofax,SASKATCHEWAN,49.94778,-103.99133,3,3,1,1918,1918,Interior Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,agent_high
Dewer Lake,SASKATCHEWAN,51.63218,-109.63721,3,3,1,1918,1918,Atlas Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,agent_high
Trouchu,ALBERTA,51.82861,-113.22806,3,3,1,1918,1918,N Bawlf Grain Co Ltd,Grand Trunk Pacific Ry Co,35000,agent_high
Forrest.....*,MANITOBA,49.96639,-99.93667,3,3,1,1920,1920,Matheson-lindsay Grain Co Ltd,Canadian Pacific,25000,cgn_direct
Bolle Plaine,SASKATCHEWAN,50.39314,-105.15667,3,3,1,1920,1920,Ogilvie Flour Mills Co Ltd,Canadian Pacific,35000,agent_high
Lcask,SASKATCHEWAN,53.02015,-106.74156,3,3,1,1920,1920,National Elevator Co Ltd,Canadian Northern Ry Co,50000,agent_medium
Collax,SASKATCHEWAN,49.94778,-103.99133,3,3,1,1920,1920,N M Paterson & Co Ltd,Grand Trunk Pacific Ry Co,30000,agent_medium
Smilcy,SASKATCHEWAN,51.63417,-109.47048,3,3,1,1920,1920,Atlas Elevator Co Ltd,Grand Trunk Pacific Ry Co,30000,agent_medium
"Edmonton, South... (Transcona)",ALBERTA,53.53444,-113.49028,3,3,1,1920,1920,Western Canada Flour Mills Co Ltd,Canadian Pacific,45000,cgn_direct
Whitle,ALBERTA,49.88111,-111.05333,3,3,1,1920,1920,United Grain Growers Ltd,Canadian Pacific,35000,agent_medium
Fosterton..... (St. Vincent),SASKATCHEWAN,50.48338,-108.38403,3,3,1,1930,1930,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Maryfield..... (also C.N.R.),MANITOBA,49.83498,-101.52585,3,3,1,1930,1930,Searle Grain Co Ltd,Canadian Pacific,31000,cgn_direct
Lloydminster..... (also C.P.R.),SASKATCHEWAN,53.27796,-109.98025,3,3,1,1930,1930,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Rabbitt Lake,SASKATCHEWAN,53.14111,-107.76785,3,3,1,1930,1930,Province Elevator Co Ltd,Canadian National Rys,34000,agent_high
Somme Siding,SASKATCHEWAN,52.57901,-102.97583,3,2,3,1930,1940,Searle Grain Co Ltd,Canadian National Rys,30000,agent_high
Morinville..... (also Northern Alberta),ALBERTA,53.80278,-113.64389,3,3,1,1930,1930,Gillespie Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Thérien,ALBERTA,54.23944,-111.25667,3,3,1,1930,1930,Searle Grain Co Ltd,Canadian National Rys,32000,cgn_direct
Portage La Prairie... (See page 32),MANITOBA,49.97278,-98.29194,3,3,1,1939,1939,Manitoba Pool Elevators Ltd,Canadian Pacific,124000,cgn_direct
Melfort..... (See page 64),SASKATCHEWAN,52.85634,-104.60997,3,3,1,1939,1939,Saskatchewan Pool Elevators Ltd,Canadian National Rys,32000,cgn_direct
Indus..... (See page 168),ALBERTA,50.91583,-113.78,3,3,1,1939,1939,Alberta Pacific Grain Co Ltd No 1,Canadian Pacific,34000,cgn_direct
Claymore,ALBERTA,53.34417,-111.02833,3,3,1,1939,1939,Reliance Grain Co Ltd,Canadian National Rys,30000,agent_high
Codesa..... (Formerly Rahab),ALBERTA,55.76889,-118.06306,3,1,3,1939,1943,Midland & Pacific Grain Corp Ltd,Canadian Northern Alberta Ry Co,12500,cgn_direct
"Calgary..... (See pages 127, 168, 170 and 172)",ALBERTA,51.04583,-114.0575,3,3,1,1939,1939,Robin Hood Flour Mills Ltd,,1100000,cgn_direct
New Westminster (See page 179),BRITISH COLUMBIA,49.20667,-122.91056,3,3,1,1939,1939,Brackman-ker Milling Co Ltd,,151110,cgn_direct
Portage La Prairie. (See page 34),MANITOBA,49.97278,-98.29194,3,3,1,1940,1940,Manitoba Pool Elevators Ltd,Canadian Pacific,199000,cgn_direct
"Winnipeg..... (See pages 36, 38, 39, 40)",MANITOBA,49.88444,-97.14639,3,3,1,1940,1940,Manitoba Feed Supply Co,Canadian Pacific,60000,cgn_direct
Brandon..... (See page 18),MANITOBA,49.84694,-99.95222,3,1,2,1940,1941,A E Mckenzie Co Ltd,Canadian National Rys,60000,cgn_direct
St. Boniface..... (See pages 25 and 39),MANITOBA,49.875,-97.07972,3,3,2,1940,1943,Red River Grain Co Ltd,Canadian National Rys,1050000,cgn_direct
Rosetown..... (See page 112),SASKATCHEWAN,51.55485,-107.99018,3,3,1,1940,1940,Ogilvie Flour Mills Co Ltd,Canadian Pacific,45000,cgn_direct
Dunblanc,SASKATCHEWAN,51.20304,-106.88073,3,3,1,1940,1940,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,agent_high
Hatherleigh..... (Joint trackage),SASKATCHEWAN,53.01674,-108.03399,3,1,2,1940,1943,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Lloydminster..... (See page 65),SASKATCHEWAN,53.27796,-109.98025,3,3,1,1940,1940,Saskatchewan Pool Elevators Ltd,Canadian National Rys,35000,cgn_direct
Lyons..... (Also Tichfield),SASKATCHEWAN,51.26115,-107.02147,3,3,1,1940,1940,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Rosetown..... (See page 73),SASKATCHEWAN,51.55485,-107.99018,3,3,1,1940,1940,Saskatchewan Pool Elevators Ltd,Canadian National Rys,45000,cgn_direct
Wadena..... (See page 81),SASKATCHEWAN,51.94593,-103.79568,3,3,2,1940,1941,Pioneer Grain Co Ltd Searle Grain Co Ltd,Canadian National Rys,28000,cgn_direct
Young..... (See page 83),SASKATCHEWAN,51.76523,-105.74447,3,3,1,1940,1940,"Saskatchewan Pool Elevators Ltd ""a",Canadian National Rys,30000,cgn_direct
Outlook..... (See page 70),SASKATCHEWAN,51.48902,-107.05266,3,1,2,1940,1941,Consumers Co-operative Mills Ltd,,30000,cgn_direct
"Saskatoon..... (See pages 113, 122 and 123)",SASKATCHEWAN,52.13965,-106.68618,3,1,2,1940,1941,Canadian Government Elevators,,5500000,cgn_direct
Fincastle..... (A),ALBERTA,49.80833,-112.00167,3,2,1,1940,1940,United Grain Growers Ltd,Canadian Pacific,50000,cgn_direct
Mazeppa..... (A),ALBERTA,50.63917,-113.73694,3,3,1,1940,1940,N Bawlf Grain Co Ltd,Canadian Pacific,60000,cgn_direct
Vegreville..... (See page 149),ALBERTA,53.49556,-112.05167,3,3,1,1940,1940,National Grain Co Ltd,Canadian National Rys,73000,cgn_direct
"Calgary..... (See pages 133, 174, 176 and 178)",ALBERTA,51.04583,-114.0575,3,3,1,1940,1940,Robin Hood Flour Mills Ltd,,325000,cgn_direct
Vancouver..... (See pages 185 and 186),BRITISH COLUMBIA,49.26111,-123.11389,3,3,1,1940,1940,Empire Milling Co Ltd,,,cgn_direct
New Westminster... (See page 186),BRITISH COLUMBIA,49.20667,-122.91056,3,3,1,1940,1940,Brackman-ker Milling Co Ltd,,151110,cgn_direct
-Froude,SASKATCHEWAN,49.67301,-103.28091,3,3,1,1941,1941,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Viceroi,SASKATCHEWAN,49.46019,-105.36884,3,3,1,1941,1941,Saskatchewan Pool Elevators Ltd,Canadian Pacific,70000,agent_high
Somme,SASKATCHEWAN,52.57901,-102.97583,3,1,2,1941,1943,Searle Grain Co Ltd,Canadian National Rys,30000,cgn_direct
"Saskatoon..... (See pages 113, 122 and 124)",SASKATCHEWAN,52.13965,-106.68618,3,3,1,1941,1941,Quaker Oats Co,,1380500,cgn_direct
New Westminster.. (See page 185),BRITISH COLUMBIA,49.20667,-122.91056,3,3,1,1941,1941,Brackman-ker Milling Co Ltd,Canadian Northern Alberta Ry Co,151110,cgn_direct
"Calgary..... (See pages 173, 174, 175 and 177)",ALBERTA,51.04583,-114.0575,3,3,1,1941,1941,J W Davidson (crown Feed & Grain Co),Canadian Pacific,20000,cgn_direct
New Westminster .. (See page 185),BRITISH COLUMBIA,49.20667,-122.91056,3,3,1,1941,1941,Brackman-ker Milling Co Ltd,Canadian Northern Alberta Ry Co,151110,cgn_direct
Killaly,SASKATCHEWAN,50.75402,-102.83119,3,3,1,1943,1943,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Porcupine Plain,SASKATCHEWAN,52.59579,-103.25425,3,3,1,1943,1943,Federal Grain Ltd,Canadian National Rys,35000,cgn_direct
Young..... (See page 81),SASKATCHEWAN,51.76523,-105.74447,3,3,1,1943,1943,"Saskatchewan Pool Elevators Ltd ""a",Canadian National Rys,30000,cgn_direct
Fleet',ALBERTA,52.15333,-111.73,3,3,1,1943,1943,Reliance Grain Co Ltd,Canadian Pacific,35000,cgn_direct
Vegreville..... (See page 160),ALBERTA,53.49556,-112.05167,3,3,1,1943,1943,"National Grain Co Ltd ""b",Canadian Pacific,47000,cgn_direct
"Calgary..... (See pages 128, 169, 171 and 172)",ALBERTA,51.04583,-114.0575,3,3,1,1943,1943,Robin Hood Flour Mills Ltd,,1100000,cgn_direct
"Calgary..... (See pages 128, 169, 170 and 172)",ALBERTA,51.04583,-114.0575,3,1,1,1943,1943,Canada Malting Co Ltd,,650000,cgn_direct
New Westminster.. (See page 179),BRITISH COLUMBIA,49.20667,-122.91056,3,3,1,1943,1943,Brackman-ker Milling Co Ltd,,220000,cgn_direct
Vancouver..... (See pages 176 and 179) (Marpole),BRITISH COLUMBIA,49.26111,-123.11389,3,3,1,1943,1943,United Milling & Grain Co Ltd,,25000,cgn_direct
Candahar,SASKATCHEWAN,51.75801,-104.36183,2,2,1,1911,1911,National Elevator Co,Canadian Pacific,30000,agent_high
HitchCock,SASKATCHEWAN,49.22781,-103.12214,2,2,1,1911,1911,International Elevator Co,Canadian Pacific,32000,cgn_direct
Traytor,SASKATCHEWAN,52.24407,-108.38985,2,2,1,1911,1911,Canadian Elevator Co,Canadian Pacific,30000,agent_high
Oakvill,MANITOBA,49.92944,-98.00389,2,2,1,1911,1911,Ogilvie Flour Mills Co,Canadian Northern Ry Co,34000,agent_high
Smiths,MANITOBA,49.35389,-97.50167,2,1,2,1911,1912,North Star Grain Co,Canadian Northern Ry Co,25000,cgn_direct
Engelfeld,SASKATCHEWAN,52.16204,-104.65534,2,2,1,1911,1911,British America Elevator Co,Canadian Northern Ry Co,25000,agent_high
Riddell,SASKATCHEWAN,52.60527,-107.85787,2,2,1,1911,1911,British America Elevator Co E,Canadian Northern Ry Co,25000,agent_high
Kalcida,MANITOBA,49.12889,-98.46778,2,2,1,1912,1912,Ogilvie Flour Mills Co,Canadian Pacific,30000,agent_high
Candon,SASKATCHEWAN,52.37409,-108.21305,2,1,2,1912,1913,Security Elevator Co,Grand Trunk Pacific Ry Co,30000,agent_high
L'énore,MANITOBA,49.95833,-100.75167,2,2,1,1921,1921,United Grain Growers Ltd,Canadian Pacific,68500,cgn_direct
Mathér,MANITOBA,49.09889,-99.19111,2,2,1,1921,1921,United Grain Growers Ltd,Canadian Pacific,30000,cgn_direct
Pendinnis,MANITOBA,49.97528,-100.18278,2,1,2,1920,1921,Western Canada Flour Mills Co Ltd,Canadian Pacific,25000,agent_high
Govenlock.....*,SASKATCHEWAN,49.22428,-109.81772,2,2,1,1921,1921,State Elevator Co Ltd,Canadian Pacific,30000,cgn_direct
Galilé,SASKATCHEWAN,49.93731,-105.53702,2,1,2,1921,1924,N M Paterson & Co Ltd,Canadian Northern Ry Co,30000,agent_high
Paulson,MANITOBA,51.11528,-99.93278,2,1,2,1923,1924,Northern Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Shelvin,MANITOBA,51.19389,-101.20833,2,1,2,1923,1924,British America Elevator Co Ltd,Canadian National Rys,30000,agent_medium
MacDowell,SASKATCHEWAN,53.0139,-106.01388,2,1,2,1923,1924,Western Elevator Co Ltd,Canadian National Rys,25000,agent_high
"Edmonton, South",ALBERTA,53.53444,-113.49028,2,2,2,1923,1924,Western Canada Flour Mills Co Ltd,Canadian Pacific,45000,cgn_direct
Pibrock,ALBERTA,54.25444,-113.875,2,1,2,1923,1924,Topper Grain Co Ltd,Canadian National Rys,30000,agent_high
Archerwell,SASKATCHEWAN,52.43899,-103.86101,2,2,1,1924,1924,Saskatchewan Co-operative Elevator Co Ltd,Canadian Pacific,30000,agent_high
Scottsburg,SASKATCHEWAN,50.17162,-107.1271,2,2,1,1924,1924,Beaver Elevator Co Ltd,Canadian National Rys,30000,cgn_direct
Cheadlo,ALBERTA,51.01444,-113.54056,2,2,1,1924,1924,National Elevator Co Ltd,Canadian Pacific,65000,agent_high
Notre-Dame-de Lourdes,MANITOBA,49.53306,-98.55778,2,1,2,1925,1926,N Bawlf Grain Co Ltd,Canadian National Rys,40000,cgn_direct
Hillard,ALBERTA,53.64,-112.48194,2,2,1,1925,1925,Gillespie Grain Co Ltd,Canadian National Rys,30000,agent_high
Spadden,ALBERTA,54.13861,-111.72556,2,1,2,1925,1941,Gillespie Grain Co Ltd,Canadian National Rys,30000,agent_high
"West St. John, N.B.,",QUEBEC,45.25937,-66.07776,2,1,1,1925,1925,Canadian Pacific Railway Co,Canadian Pacific,1000000,wikidata
Graybarn,SASKATCHEWAN,50.53688,-105.83259,2,2,1,1926,1926,Standard Elevator Co Ltd,Canadian National Rys,30000,agent_high
Leonard,SASKATCHEWAN,52.55003,-105.71722,2,2,1,1926,1926,Province Elevator Co Ltd,Canadian National Rys,30000,agent_high
MacDowall,SASKATCHEWAN,53.0139,-106.01388,2,1,2,1926,1927,Western Elevator Co Ltd,Canadian National Rys,25000,cgn_direct
Blackfields,ALBERTA,52.37833,-113.79611,2,2,1,1926,1926,National Elevator Co Ltd,Canadian Pacific,30000,agent_high
Procket,ALBERTA,49.54667,-113.74972,2,2,1,1927,1927,Pocock Grain Co,Canadian Pacific,62000,agent_high
Villencuve,ALBERTA,53.65639,-113.81167,2,2,1,1927,1927,Gillespie Grain Co Ltd,Canadian National Rys,50000,agent_high
Portage la Prairie.... (also C.N.R.),MANITOBA,49.97278,-98.29194,2,1,2,1928,1929,Manitoba Pool Elevators Ltd,Canadian Pacific,40000,cgn_direct
Morris..... (also C.P.R. & G.N.R.),MANITOBA,49.355,-97.365,2,2,1,1928,1928,Manitoba Pool Elevators Ltd,Canadian National Rys,40000,cgn_direct
Roland..... (also C.P.R.),MANITOBA,49.36639,-97.94,2,2,1,1928,1928,United Grain Growers Ltd,Canadian National Rys,43000,cgn_direct
Russell..... (also C.P.R.),MANITOBA,50.78083,-101.28389,2,1,2,1928,1929,Western Canada Flour Mills Co Ltd,Canadian National Rys,30000,cgn_direct
Bienfait..... (also C.N.R.),SASKATCHEWAN,49.13916,-102.80149,2,1,2,1928,1929,Lake Of The Woods Mlg Co Ltd Saskatchewan Pool Elevators Ltd,Canadian Pacific,,cgn_direct
Environ..... (Asquith Pit),SASKATCHEWAN,52.22902,-107.32954,2,2,1,1928,1928,Saskatchewan Pool Elevators Ltd,Canadian Pacific,30000,cgn_direct
Layco (Echo Lake),SASKATCHEWAN,51.70091,-103.41404,2,1,2,1928,1929,Saskatchewan Pool Elevators Ltd,Canadian Pacific,17000,cgn_direct
Malgren,SASKATCHEWAN,51.66672,-107.91734,2,2,1,1928,1928,Central Grain Co Ltd,Canadian Pacific,30000,agent_high
Griffin..... (also C.P.R.),SASKATCHEWAN,49.66669,-103.43385,2,1,2,1928,1929,Saskatchewan Pool Elevators Ltd,Canadian National Rys,28600,cgn_direct
Oban..... (also C.P.R.),SASKATCHEWAN,52.1271,-108.14231,2,1,2,1928,1929,Saskatchewan Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Zebner,SASKATCHEWAN,50.57177,-104.45164,2,2,1,1928,1928,Parrish & Heimbecker Ltd,Canadian National Rys,30000,agent_medium
Morinville..... (also E. D. & B.C.),ALBERTA,53.80278,-113.64389,2,2,1,1928,1928,Gillespie Grain Co Ltd,Canadian National Rys,100000,cgn_direct
Neepawa..... (also C.N.R.),MANITOBA,50.22889,-99.46556,2,2,1,1929,1929,Quaker Oats Co,Canadian Pacific,60000,cgn_direct
Nokomis..... (also C.N.R.),SASKATCHEWAN,51.51082,-105.00683,2,1,2,1929,1930,North Star Grain Co Ltd,Canadian Pacific,25000,cgn_direct
"Regina,..... (also C.N.R.)",SASKATCHEWAN,50.45484,-104.60661,2,2,1,1929,1929,Western Canada Flour Mills Co Ltd,Canadian Pacific,25000,cgn_direct
Wartime..... (also C.N.R.),SASKATCHEWAN,51.21257,-108.19499,2,2,2,1929,1930,Saskatchewan Pool Elevators Ltd,Canadian Pacific,45000,cgn_direct
Mchan,SASKATCHEWAN,51.29854,-102.44288,2,2,1,1929,1929,N Bawlf Grain Co Ltd,Canadian National Rys,30000,agent_medium
Beaver Hill,ALBERTA,53.80389,-112.86278,2,1,2,1929,1930,Parrish & Heimbecker Ltd,Canadian Pacific,30000,cgn_direct
Nevis..... (also C.N.R.),ALBERTA,52.33028,-113.03139,2,1,2,1929,1930,Searle Grain Co Ltd,Canadian Pacific,25000,cgn_direct
Sylvan Lake..... (also C.P.R.),ALBERTA,52.30889,-114.09778,2,2,2,1929,1930,Alberta Pool Elevators Ltd,Canadian National Rys,30000,cgn_direct
Victoria,BRITISH COLUMBIA,48.42833,-123.36472,2,2,2,1929,1930,Panama Pacific Grain Terminals Ltd,Canadian Pacific,1000000,cgn_direct
Ashburys,MANITOBA,49.80389,-100.38917,2,1,2,1913,1914,Ogilvie Flour Mills Co,Canadian Pacific,35000,agent_high
Tileton,MANITOBA,49.39361,-101.31278,2,2,1,1913,1913,Lake Of The Woods Milling Co,Canadian Pacific,35000,agent_high
Strong's Siding,SASKATCHEWAN,51.56723,-106.35612,2,2,2,1913,1914,State Elevator Co E,Canadian Northern Ry Co,30000,agent_high
Drfver,SASKATCHEWAN,51.67779,-109.3766,2,2,1,1913,1913,Atlas Elevator Co E,Grand Trunk Pacific Ry Co,30000,agent_medium
Othon,SASKATCHEWAN,51.09676,-102.59681,2,2,1,1913,1913,Levi Beck,Grand Trunk Pacific Ry Co,30000,agent_high
Punichy,SASKATCHEWAN,51.37152,-104.2976,2,2,1,1913,1913,Saskatchewan Co-operative Elevator Co E,Grand Trunk Pacific Ry Co,30000,agent_high
