station,province,lat,lon,coord_source,year,n_elevators,total_capacity_bushels
Grayburn,SASKATCHEWAN,50.53688,-105.83259,cgn_direct,1929,2,60000
Grayburn,SASKATCHEWAN,50.53688,-105.83259,cgn_direct,1930,2,45000
Grayburn,SASKATCHEWAN,50.53688,-105.83259,cgn_direct,1939,2,49000
Grayburn,SASKATCHEWAN,50.53688,-105.83259,cgn_direct,1940,2,49000
Grayburn,SASKATCHEWAN,50.53688,-105.83259,cgn_direct,1941,4,74000
Grayburn,SASKATCHEWAN,50.53688,-105.83259,cgn_direct,1943,2,60000
Grays,MANITOBA,,,,1911,2,47400
Grays,MANITOBA,,,,1912,2,46000
Grays,MANITOBA,,,,1915,2,53000
Grays,MANITOBA,,,,1917,1,22000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1911,2,65000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1912,2,65000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1913,2,65000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1914,2,65000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1915,7,250000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1916,2,65000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1917,2,72000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1918,2,72000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1919,2,72000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1920,2,60000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1921,2,60000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1923,3,95000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1924,3,95000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1925,4,127000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1926,4,127000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1927,4,137000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1928,4,140000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1929,4,140000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1930,4,136000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1939,4,131000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1940,4,125000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1941,8,250000
Grayson,SASKATCHEWAN,50.71933,-102.64538,cgn_direct,1943,4,125000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1913,2,52000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1914,2,53000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1918,1,22000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1919,2,52000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1920,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1921,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1923,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1924,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1925,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1926,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1927,1,30000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1928,2,70000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1929,2,70000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1930,2,70000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1939,2,70000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1940,2,70000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1941,4,140000
Graysville,MANITOBA,49.50917,-98.1575,cgn_direct,1943,2,70000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1915,1,30000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1916,2,60000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1917,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1918,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1919,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1920,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1921,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1923,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1924,2,55000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1925,2,60000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1926,1,30000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1927,1,30000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1928,2,60000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1929,1,30000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1930,1,22000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1939,1,21000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1940,1,21000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1941,2,42000
Greenan,SASKATCHEWAN,51.20267,-108.30841,cgn_direct,1943,1,21000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1923,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1924,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1925,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1926,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1927,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1928,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1929,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1930,1,31200
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1939,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1940,1,30000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1941,2,60000
Greencourt,ALBERTA,54.00778,-115.23861,cgn_direct,1943,1,30000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1915,1,30000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1916,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1917,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1918,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1919,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1920,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1921,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1923,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1924,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1925,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1926,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1927,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1928,2,60000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1929,2,58000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1930,2,58000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1939,2,53000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1940,2,53000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1941,4,110000
Greene,SASKATCHEWAN,51.61673,-109.86745,cgn_direct,1943,2,55000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1916,1,30000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1918,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1919,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1920,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1921,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1923,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1924,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1925,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1926,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1927,2,70000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1928,3,100000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1929,3,110000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1930,3,95700
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1939,2,66000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1940,2,99000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1941,4,134000
Greenshields,ALBERTA,52.79417,-110.76639,cgn_direct,1943,2,67000
Greenshields,MANITOBA,,,,1917,1,30000
Greenstreet,SASKATCHEWAN,53.46036,-109.81838,cgn_direct,1929,1,35000
Greenstreet,SASKATCHEWAN,53.46036,-109.81838,cgn_direct,1930,2,75000
Greenstreet,SASKATCHEWAN,53.46036,-109.81838,cgn_direct,1939,2,75000
Greenstreet,SASKATCHEWAN,53.46036,-109.81838,cgn_direct,1940,2,75000
Greenstreet,SASKATCHEWAN,53.46036,-109.81838,cgn_direct,1941,4,150000
Greenstreet,SASKATCHEWAN,53.46036,-109.81838,cgn_direct,1943,2,75000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1911,2,49000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1912,1,33000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1913,2,48000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1914,2,48000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1915,2,48000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1916,1,30000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1917,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1918,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1919,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1920,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1921,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1923,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1924,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1925,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1926,1,24700
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1927,1,32000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1928,1,32000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1929,1,32000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1930,1,32000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1939,1,30000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1940,1,30000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1941,2,60000
Greenway,MANITOBA,49.36528,-99.11528,cgn_direct,1943,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1911,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1912,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1913,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1914,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1915,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1916,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1917,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1918,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1919,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1920,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1921,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1923,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1924,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1925,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1926,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1927,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1928,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1929,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1930,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1939,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1940,1,30000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1941,2,60000
Gregg,MANITOBA,49.97944,-99.29639,cgn_direct,1943,1,28000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1911,6,220000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1912,6,220000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1913,6,220000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1914,6,220000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1916,6,214000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1917,8,231400
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1918,7,191400
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1919,7,192000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1920,6,189000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1921,6,189000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1923,6,189000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1924,6,189000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1925,6,189000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1926,6,165000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1927,6,165000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1928,6,176000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1929,6,176000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1930,6,171000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1939,6,161000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1940,5,142000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1941,10,294000
Grenfell,SASKATCHEWAN,50.41067,-102.93222,cgn_direct,1943,5,147000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1911,7,158000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1912,6,148000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1913,5,93000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1914,5,93000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1915,4,81000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1916,4,89000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1917,4,89000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1918,5,119000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1919,5,117000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1920,5,117000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1921,5,117000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1923,4,105000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1924,4,105000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1925,4,105000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1926,4,110000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1927,3,80000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1928,4,105000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1929,4,98000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1930,4,96000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1939,1,0
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1940,5,118000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1941,6,122000
Gretna,MANITOBA,49.00778,-97.56167,cgn_direct,1943,5,122000
Gretna West,MANITOBA,,,,1915,1,30000
Gretna West,MANITOBA,,,,1916,1,30000
Gretna West,MANITOBA,,,,1917,1,30000
Gri-wold,MANITOBA,49.775,-100.47083,agent_high,1917,3,105000
Griesbach,ALBERTA,53.65361,-113.18222,cgn_direct,1930,4,122000
Griesbach,ALBERTA,53.65361,-113.18222,cgn_direct,1939,2,60000
Griesbach,ALBERTA,53.65361,-113.18222,cgn_direct,1940,2,60000
Griesbach,ALBERTA,53.65361,-113.18222,cgn_direct,1941,4,120000
Griesbach,ALBERTA,53.65361,-113.18222,cgn_direct,1943,2,60000
Griesbach..... (Yorkville),ALBERTA,53.65361,-113.18222,cgn_direct,1928,2,62000
Griesbach..... (Yorkville),ALBERTA,53.65361,-113.18222,cgn_direct,1929,4,122000
Griffen,MANITOBA,,,,1915,1,30000
Griffen,MANITOBA,,,,1916,1,30000
Griffin,MANITOBA,,,,1917,1,25000
Griffin,MANITOBA,,,,1918,1,25000
Griffin,MANITOBA,,,,1919,1,25000
Griffin,MANITOBA,,,,1920,1,25000
Griffin,MANITOBA,,,,1921,1,25000
Griffin,MANITOBA,,,,1923,1,25000
Griffin,MANITOBA,,,,1924,1,25000
Griffin,MANITOBA,,,,1925,1,25000
Griffin,MANITOBA,,,,1926,1,25000
Griffin,MANITOBA,,,,1928,1,25000
Griffin,MANITOBA,,,,1929,1,25000
Griffin,MANITOBA,,,,1930,1,23000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1911,2,50000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1912,2,50000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1913,3,80000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1914,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1915,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1916,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1917,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1918,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1919,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1920,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1921,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1923,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1924,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1925,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1926,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1927,2,55000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1929,2,67000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1930,1,25000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1939,1,30000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1940,2,60000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1941,1,30000
Griffin,SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1943,2,60000
Griffin Siding,MANITOBA,,,,1911,1,30000
Griffin Siding,MANITOBA,,,,1912,1,30000
Griffin Siding,MANITOBA,,,,1914,1,30000
Griffin..... (See page 60),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1941,1,30000
Griffin..... (See page 95),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1939,1,0
Griffin..... (See page 99),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1941,2,0
Griffin..... (also C.N.R.),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1928,2,67000
Griffin..... (also C.N.R.),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1930,2,67000
Griffin..... (also C.P.R.),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1928,1,28600
Griffin..... (also C.P.R.),SASKATCHEWAN,49.66669,-103.43385,cgn_direct,1929,1,25000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1926,1,30000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1927,2,65000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1928,5,170000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1929,5,170000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1930,5,165000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1939,5,235000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1940,5,349000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1941,6,342000
Grimshaw,ALBERTA,56.18861,-117.60583,cgn_direct,1943,5,342000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1911,3,108000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1912,3,104000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1913,4,127000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1914,4,133000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1915,4,133000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1916,5,160000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1918,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1919,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1920,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1921,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1923,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1924,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1925,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1926,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1927,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1928,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1929,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1930,3,105000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1939,1,0
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1940,3,106000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1941,4,106000
Griswold,MANITOBA,49.775,-100.47083,cgn_direct,1943,3,111000
Gronlid,SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1930,3,86000
Gronlid,SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1939,1,0
Gronlid,SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1940,3,85000
Gronlid,SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1941,2,0
Gronlid,SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1943,3,89000
Gronlid (Edenbridge),SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1929,3,90000
Gronlid..... (Edenbridge),SASKATCHEWAN,53.10013,-104.46404,cgn_direct,1928,3,90000
Groose Isle,MANITOBA,50.06361,-97.44167,agent_high,1912,1,26000
Groose Isle,MANITOBA,50.06361,-97.44167,agent_high,1913,1,30000
Groose Isle,MANITOBA,50.06361,-97.44167,agent_high,1914,1,35000
Gross Isle,MANITOBA,50.06361,-97.44167,agent_high,1941,2,60000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1911,1,25000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1915,1,35000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1916,1,35000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1917,1,35000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1918,1,20000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1919,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1920,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1921,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1923,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1924,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1925,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1926,1,30000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1927,1,25000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1928,1,25000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1929,1,25000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1930,1,25000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1939,1,29000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1940,1,29000
Grosse Isle,MANITOBA,50.06361,-97.44167,cgn_direct,1943,1,30000
Grouard,ALBERTA,55.52028,-116.16111,cgn_direct,1939,2,30000
Grouard,ALBERTA,55.52028,-116.16111,cgn_direct,1940,2,30000
Grouard,ALBERTA,55.52028,-116.16111,cgn_direct,1941,2,30000
Grouard,ALBERTA,55.52028,-116.16111,cgn_direct,1943,1,30000
Grouard..... (P.O. named Enilda),ALBERTA,55.52028,-116.16111,cgn_direct,1941,1,30000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1911,4,110000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1912,4,110000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1913,4,110000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1914,4,110000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1915,4,110000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1916,4,110000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1917,4,105000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1918,4,103000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1919,4,103000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1920,4,103000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1921,4,98000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1923,4,103000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1924,4,103000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1925,4,103000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1926,4,120000
Guernsey,SASKATCHEWAN,51.87145,-105.18762,cgn_direct,1927,4,120000
